"Name","Live Bytes","Live Objects"
"byte[]","1,957,792 B (30.2%)","30,731 (22.3%)"
"java.lang.String","708,816 B (10.9%)","29,534 (21.4%)"
"java.lang.Class","487,648 B (7.5%)","3,876 (2.8%)"
"int[]","326,496 B (5%)","1,256 (0.9%)"
"java.lang.Object[]","280,800 B (4.3%)","4,331 (3.1%)"
"java.util.HashMap$Node","237,184 B (3.7%)","7,412 (5.4%)"
"java.util.concurrent.ConcurrentHashMap$Node","182,784 B (2.8%)","5,712 (4.1%)"
"java.lang.reflect.Method","182,600 B (2.8%)","2,075 (1.5%)"
"java.util.HashMap$Node[]","145,784 B (2.2%)","1,232 (0.9%)"
"java.util.LinkedHashMap$Entry","97,200 B (1.5%)","2,430 (1.8%)"
"java.lang.Class[]","66,584 B (1%)","2,936 (2.1%)"
"java.lang.String[]","60,064 B (0.9%)","1,708 (1.2%)"
"char[]","57,488 B (0.9%)","248 (0.2%)"
"java.util.concurrent.ConcurrentHashMap$Node[]","57,040 B (0.9%)","143 (0.1%)"
"java.util.ImmutableCollections$List12","52,560 B (0.8%)","2,190 (1.6%)"
"java.lang.reflect.Field","49,536 B (0.8%)","688 (0.5%)"
"float[]","43,032 B (0.7%)","67 (0%)"
"java.lang.invoke.MemberName","39,360 B (0.6%)","820 (0.6%)"
"java.util.HashMap","37,680 B (0.6%)","785 (0.6%)"
"java.lang.reflect.Constructor","37,296 B (0.6%)","518 (0.4%)"
"java.util.LinkedHashMap","37,072 B (0.6%)","662 (0.5%)"
"java.lang.Class$ReflectionData","36,416 B (0.6%)","569 (0.4%)"
"jdk.jfr.AnnotationElement","34,176 B (0.5%)","1,424 (1%)"
"jdk.jfr.internal.AnnotationConstruct","32,880 B (0.5%)","1,370 (1%)"
"java.lang.ref.SoftReference","29,800 B (0.5%)","745 (0.5%)"
"java.util.concurrent.ConcurrentHashMap","29,440 B (0.5%)","460 (0.3%)"
"com.jme3.util.IntMap$Entry[]","29,296 B (0.5%)","335 (0.2%)"
"java.util.ArrayList","28,248 B (0.4%)","1,177 (0.9%)"
"java.lang.invoke.MethodType","26,040 B (0.4%)","651 (0.5%)"
"java.lang.Object","25,056 B (0.4%)","1,566 (1.1%)"
"java.lang.invoke.LambdaForm$Name","24,640 B (0.4%)","770 (0.6%)"
"jdk.jfr.ValueDescriptor","23,904 B (0.4%)","747 (0.5%)"
"java.lang.ref.SoftReference[]","23,560 B (0.4%)","310 (0.2%)"
"com.jme3.font.LetterQuad","23,328 B (0.4%)","243 (0.2%)"
"java.util.LinkedList$Node","21,288 B (0.3%)","887 (0.6%)"
"java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry","20,928 B (0.3%)","654 (0.5%)"
"org.lwjgl.opengl.GLCapabilities","18,240 B (0.3%)","1 (0%)"
"com.jme3.font.BitmapCharacter","17,864 B (0.3%)","319 (0.2%)"
"java.nio.ByteBuffer[]","16,448 B (0.3%)","4 (0%)"
"java.lang.invoke.ResolvedMethodName","15,480 B (0.2%)","645 (0.5%)"
"java.lang.reflect.Method[]","14,792 B (0.2%)","307 (0.2%)"
"jdk.jfr.internal.PlatformEventType","14,784 B (0.2%)","168 (0.1%)"
"jdk.jfr.internal.Control","14,360 B (0.2%)","359 (0.3%)"
"java.util.HashSet[]","14,360 B (0.2%)","359 (0.3%)"
"com.jme3.util.IntMap","13,400 B (0.2%)","335 (0.2%)"
"java.lang.Long","12,600 B (0.2%)","525 (0.4%)"
"java.util.LinkedList","12,032 B (0.2%)","376 (0.3%)"
"jdk.jfr.SettingDescriptor","11,488 B (0.2%)","359 (0.3%)"
"java.lang.ref.WeakReference","11,136 B (0.2%)","348 (0.3%)"
"jdk.internal.math.FDBigInteger","10,912 B (0.2%)","341 (0.2%)"
"sun.reflect.annotation.AnnotationInvocationHandler","10,488 B (0.2%)","437 (0.3%)"
"java.util.WeakHashMap$Entry[]","10,368 B (0.2%)","122 (0.1%)"
"java.lang.invoke.MethodHandle[]","9,680 B (0.1%)","46 (0%)"
"java.lang.Thread","9,568 B (0.1%)","26 (0%)"
"java.lang.Module","9,464 B (0.1%)","169 (0.1%)"
"java.util.ImmutableCollections$ListN","9,384 B (0.1%)","391 (0.3%)"
"java.lang.invoke.LambdaForm$Name[]","9,184 B (0.1%)","195 (0.1%)"
"java.lang.invoke.LambdaForm","9,120 B (0.1%)","190 (0.1%)"
"com.jme3.util.IntMap$Entry","8,856 B (0.1%)","369 (0.3%)"
"java.util.WeakHashMap$Entry","8,840 B (0.1%)","221 (0.2%)"
"java.lang.invoke.DirectMethodHandle","8,768 B (0.1%)","274 (0.2%)"
"jdk.internal.reflect.NativeConstructorAccessorImpl","8,768 B (0.1%)","274 (0.2%)"
"java.lang.module.ModuleDescriptor$Exports","8,712 B (0.1%)","363 (0.3%)"
"java.lang.reflect.Constructor[]","8,616 B (0.1%)","364 (0.3%)"
"jdk.jfr.internal.EventControl$NamedControl","8,616 B (0.1%)","359 (0.3%)"
"sun.security.util.KnownOIDs","8,384 B (0.1%)","262 (0.2%)"
"java.util.logging.LogManager$LoggerWeakRef","8,304 B (0.1%)","173 (0.1%)"
"jdk.internal.reflect.DelegatingClassLoader","7,680 B (0.1%)","96 (0.1%)"
"java.util.TreeMap$Entry","7,600 B (0.1%)","190 (0.1%)"
"java.io.ObjectStreamField","6,960 B (0.1%)","174 (0.1%)"
"java.net.URL","6,464 B (0.1%)","101 (0.1%)"
"java.util.ImmutableCollections$Set12","6,240 B (0.1%)","260 (0.2%)"
"java.lang.ClassValue$Entry[]","6,216 B (0.1%)","44 (0%)"
"javax.management.ImmutableDescriptor","6,096 B (0.1%)","254 (0.2%)"
"java.util.Collections$UnmodifiableRandomAccessList","6,072 B (0.1%)","253 (0.2%)"
"sun.nio.fs.UnixFileAttributes","5,888 B (0.1%)","46 (0%)"
"java.lang.invoke.MethodTypeForm","5,632 B (0.1%)","176 (0.1%)"
"java.lang.invoke.LambdaForm$NamedFunction","5,568 B (0.1%)","232 (0.2%)"
"jdk.internal.ref.CleanerImpl$PhantomCleanableRef","5,520 B (0.1%)","115 (0.1%)"
"java.util.jar.JarFile$JarFileEntry","5,408 B (0.1%)","52 (0%)"
"jdk.jfr.internal.EventControl","5,376 B (0.1%)","168 (0.1%)"
"jdk.jfr.internal.settings.EnabledSetting","5,376 B (0.1%)","168 (0.1%)"
"jdk.jfr.internal.settings.BooleanValue","5,232 B (0.1%)","218 (0.2%)"
"java.lang.ref.ReferenceQueue","5,056 B (0.1%)","158 (0.1%)"
"java.lang.Integer","5,024 B (0.1%)","314 (0.2%)"
"com.sun.jmx.mbeanserver.ConvertingMethod","5,024 B (0.1%)","157 (0.1%)"
"java.net.URI","4,960 B (0.1%)","62 (0%)"
"java.util.logging.LogManager$LogNode","4,864 B (0.1%)","152 (0.1%)"
"java.lang.invoke.BoundMethodHandle$Species_L","4,832 B (0.1%)","151 (0.1%)"
"java.io.ObjectStreamClass","4,800 B (0.1%)","40 (0%)"
"java.security.ProtectionDomain","4,760 B (0.1%)","119 (0.1%)"
"jdk.jfr.internal.Type","4,608 B (0.1%)","96 (0.1%)"
"jdk.internal.reflect.DelegatingConstructorAccessorImpl","4,608 B (0.1%)","288 (0.2%)"
"java.security.CodeSource","4,600 B (0.1%)","115 (0.1%)"
"long[]","4,536 B (0.1%)","81 (0.1%)"
"jdk.internal.module.ServicesCatalog$ServiceProvider","4,464 B (0.1%)","186 (0.1%)"
"java.lang.reflect.Field[]","4,384 B (0.1%)","102 (0.1%)"
"java.lang.module.ModuleDescriptor$Requires","4,256 B (0.1%)","133 (0.1%)"
"java.lang.Short","4,096 B (0.1%)","256 (0.2%)"
"java.util.HashSet","4,096 B (0.1%)","256 (0.2%)"
"java.lang.Byte","4,096 B (0.1%)","256 (0.2%)"
"java.util.logging.Logger","4,088 B (0.1%)","73 (0.1%)"
"jdk.jfr.EventType","4,032 B (0.1%)","168 (0.1%)"
"java.lang.module.ModuleDescriptor","4,032 B (0.1%)","63 (0%)"
"boolean[]","3,824 B (0.1%)","15 (0%)"
"java.util.zip.ZipFile$Source","3,680 B (0.1%)","46 (0%)"
"java.util.concurrent.CopyOnWriteArrayList","3,672 B (0.1%)","153 (0.1%)"
"java.util.zip.Inflater","3,648 B (0.1%)","57 (0%)"
"java.util.WeakHashMap","3,648 B (0.1%)","76 (0.1%)"
"java.math.BigInteger","3,600 B (0.1%)","90 (0.1%)"
"java.nio.DirectByteBuffer","3,520 B (0.1%)","55 (0%)"
"jdk.internal.module.ModuleReferenceImpl","3,472 B (0.1%)","62 (0%)"
"java.util.ImmutableCollections$SetN","3,408 B (0.1%)","142 (0.1%)"
"java.security.Provider$Service","3,392 B (0.1%)","53 (0%)"
"com.sun.jmx.mbeanserver.MXBeanMapping[]","3,352 B (0.1%)","168 (0.1%)"
"jdk.internal.loader.NativeLibraries","3,328 B (0.1%)","104 (0.1%)"
"java.lang.invoke.DirectMethodHandle$Constructor","3,280 B (0.1%)","82 (0.1%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo","3,280 B (0.1%)","82 (0.1%)"
"com.jme3.math.Vector3f","3,216 B (0%)","134 (0.1%)"
"com.jme3.math.Matrix4f","3,200 B (0%)","40 (0%)"
"javax.management.openmbean.OpenMBeanAttributeInfoSupport","3,136 B (0%)","49 (0%)"
"java.security.Provider$ServiceKey","3,000 B (0%)","125 (0.1%)"
"java.util.logging.Logger$ConfigurationData","2,960 B (0%)","74 (0.1%)"
"javax.management.MBeanAttributeInfo[]","2,912 B (0%)","55 (0%)"
"java.io.ClassCache$CacheRef","2,880 B (0%)","60 (0%)"
"java.lang.invoke.LambdaFormEditor$Transform","2,880 B (0%)","60 (0%)"
"java.lang.ClassValue$ClassValueMap","2,752 B (0%)","43 (0%)"
"java.io.FileCleanable","2,688 B (0%)","48 (0%)"
"java.lang.Package$VersionInfo","2,640 B (0%)","66 (0%)"
"com.jme3.renderer.opengl.GLImageFormat","2,624 B (0%)","82 (0.1%)"
"com.jme3.texture.Image$Format","2,624 B (0%)","82 (0.1%)"
"javax.management.MBeanInfo","2,592 B (0%)","54 (0%)"
"java.util.jar.JarFile","2,576 B (0%)","46 (0%)"
"java.lang.ref.ReferenceQueue$Lock","2,560 B (0%)","160 (0.1%)"
"char[][]","2,472 B (0%)","103 (0.1%)"
"java.lang.Class$AnnotationData","2,376 B (0%)","99 (0.1%)"
"java.lang.invoke.BoundMethodHandle$Species_LL","2,280 B (0%)","57 (0%)"
"jdk.jfr.internal.settings.PeriodSetting","2,272 B (0%)","71 (0.1%)"
"com.jme3.scene.VertexBuffer","2,240 B (0%)","28 (0%)"
"java.lang.Package","2,240 B (0%)","70 (0.1%)"
"java.lang.ClassValue$Entry","2,240 B (0%)","70 (0.1%)"
"java.util.LinkedHashMap$LinkedValues","2,224 B (0%)","139 (0.1%)"
"jdk.internal.loader.URLClassPath$JarLoader","2,208 B (0%)","46 (0%)"
"java.io.FileDescriptor","2,200 B (0%)","55 (0%)"
"java.security.AccessControlContext","2,200 B (0%)","55 (0%)"
"jdk.jfr.internal.settings.ThresholdSetting","2,176 B (0%)","68 (0%)"
"com.jme3.material.RenderState","2,176 B (0%)","17 (0%)"
"java.lang.invoke.LambdaForm$Kind","2,176 B (0%)","68 (0%)"
"javax.management.MBeanAttributeInfo","2,144 B (0%)","67 (0%)"
"com.sun.management.internal.DiagnosticCommandInfo","2,112 B (0%)","44 (0%)"
"jdk.proxy1.$Proxy5","2,064 B (0%)","129 (0.1%)"
"java.lang.Character","2,048 B (0%)","128 (0.1%)"
"java.util.EnumMap","1,960 B (0%)","49 (0%)"
"jdk.internal.loader.BuiltinClassLoader$LoadedModule","1,952 B (0%)","61 (0%)"
"com.jme3.material.TechniqueDef","1,920 B (0%)","20 (0%)"
"java.security.ProtectionDomain$Key","1,904 B (0%)","119 (0.1%)"
"java.security.Principal[]","1,904 B (0%)","119 (0.1%)"
"sun.nio.fs.UnixPath","1,888 B (0%)","59 (0%)"
"java.lang.invoke.DirectMethodHandle$Accessor","1,880 B (0%)","47 (0%)"
"java.io.ObjectStreamField[]","1,872 B (0%)","65 (0%)"
"com.jme3.system.NativeLibrary","1,856 B (0%)","58 (0%)"
"com.jme3.renderer.Caps","1,824 B (0%)","76 (0.1%)"
"jdk.jfr.internal.RequestEngine$RequestHook","1,728 B (0%)","54 (0%)"
"java.util.zip.ZipFile$CleanableResource","1,664 B (0%)","52 (0%)"
"java.io.File","1,664 B (0%)","52 (0%)"
"java.util.TreeMap","1,632 B (0%)","34 (0%)"
"com.jme3.alloc.gc.GarbageCollectibleBuffer","1,600 B (0%)","40 (0%)"
"jdk.jfr.internal.settings.StackTraceSetting","1,600 B (0%)","50 (0%)"
"java.security.Provider$UString","1,584 B (0%)","66 (0%)"
"com.jme3.util.SafeArrayList","1,568 B (0%)","49 (0%)"
"javax.management.MBeanOperationInfo","1,520 B (0%)","38 (0%)"
"org.lwjgl.system.Configuration","1,488 B (0%)","62 (0%)"
"jdk.internal.module.SystemModuleFinders$SystemModuleReader","1,488 B (0%)","62 (0%)"
"java.lang.module.ResolvedModule","1,488 B (0%)","62 (0%)"
"jdk.internal.module.SystemModuleFinders$2","1,488 B (0%)","62 (0%)"
"java.io.RandomAccessFile","1,472 B (0%)","46 (0%)"
"java.util.ArrayDeque","1,440 B (0%)","60 (0%)"
"jdk.internal.reflect.DelegatingMethodAccessorImpl","1,440 B (0%)","90 (0.1%)"
"java.lang.module.ModuleDescriptor$Provides","1,440 B (0%)","60 (0%)"
"com.jme3.scene.Geometry[]","1,440 B (0%)","10 (0%)"
"java.time.temporal.ValueRange","1,440 B (0%)","30 (0%)"
"byte[][]","1,424 B (0%)","1 (0%)"
"javax.management.ObjectName$Property[]","1,408 B (0%)","59 (0%)"
"com.sun.management.internal.DiagnosticCommandImpl$Wrapper","1,408 B (0%)","44 (0%)"
"com.jme3.system.NativeLibrary$Key","1,392 B (0%)","58 (0%)"
"jdk.internal.math.FDBigInteger[]","1,376 B (0%)","1 (0%)"
"java.util.zip.Inflater$InflaterZStreamRef","1,368 B (0%)","57 (0%)"
"java.util.Collections$SetFromMap","1,368 B (0%)","57 (0%)"
"javax.management.MBeanParameterInfo","1,344 B (0%)","42 (0%)"
"javax.management.MBeanOperationInfo[]","1,336 B (0%)","45 (0%)"
"jdk.internal.loader.AbstractClassLoaderValue$Sub","1,296 B (0%)","54 (0%)"
"java.lang.ProcessEnvironment$Variable","1,272 B (0%)","53 (0%)"
"java.lang.ProcessEnvironment$Value","1,272 B (0%)","53 (0%)"
"sun.reflect.generics.tree.SimpleClassTypeSignature","1,272 B (0%)","53 (0%)"
"java.util.regex.Pattern","1,232 B (0%)","14 (0%)"
"com.jme3.material.MatParam","1,216 B (0%)","38 (0%)"
"java.time.temporal.ChronoField","1,200 B (0%)","30 (0%)"
"jdk.internal.reflect.NativeMethodAccessorImpl","1,184 B (0%)","37 (0%)"
"java.math.BigInteger[]","1,184 B (0%)","38 (0%)"
"java.nio.DirectFloatBufferU","1,176 B (0%)","21 (0%)"
"java.lang.invoke.MemberName[]","1,152 B (0%)","8 (0%)"
"javax.management.ObjectName$Property","1,128 B (0%)","47 (0%)"
"java.util.Arrays$ArrayList","1,128 B (0%)","47 (0%)"
"java.util.zip.ZipFile$Source$Key","1,104 B (0%)","46 (0%)"
"sun.security.util.KnownOIDs[]","1,104 B (0%)","1 (0%)"
"com.sun.management.internal.DiagnosticCommandArgumentInfo[]","1,080 B (0%)","44 (0%)"
"jdk.proxy1.$Proxy6","1,072 B (0%)","67 (0%)"
"javax.management.openmbean.ArrayType","1,056 B (0%)","22 (0%)"
"java.lang.Long[]","1,040 B (0%)","1 (0%)"
"org.lwjgl.openal.ALCapabilities","1,040 B (0%)","1 (0%)"
"java.lang.Integer[]","1,040 B (0%)","1 (0%)"
"java.lang.Byte[]","1,040 B (0%)","1 (0%)"
"java.lang.Short[]","1,040 B (0%)","1 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry","1,024 B (0%)","32 (0%)"
"com.jme3.math.Quaternion","1,024 B (0%)","32 (0%)"
"java.lang.invoke.MethodHandleImpl$AsVarargsCollector","1,000 B (0%)","25 (0%)"
"sun.reflect.generics.tree.TypeArgument[]","1,000 B (0%)","53 (0%)"
"java.lang.invoke.VarHandle$AccessMode","992 B (0%)","31 (0%)"
"com.sun.jmx.mbeanserver.PerInterface$MethodAndSig","984 B (0%)","41 (0%)"
"jdk.internal.util.jar.JarIndex","984 B (0%)","41 (0%)"
"java.security.Provider$EngineDescription","960 B (0%)","30 (0%)"
"com.sun.jmx.mbeanserver.MXBeanSupport","960 B (0%)","24 (0%)"
"javax.management.ObjectName","960 B (0%)","30 (0%)"
"jdk.internal.module.SystemModuleFinders$3","960 B (0%)","60 (0%)"
"com.jme3.scene.VertexBuffer$Type","936 B (0%)","39 (0%)"
"java.lang.management.ManagementPermission","936 B (0%)","39 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl","928 B (0%)","29 (0%)"
"javax.management.MBeanParameterInfo[]","904 B (0%)","37 (0%)"
"javax.management.openmbean.CompositeType","896 B (0%)","16 (0%)"
"java.util.jar.Attributes$Name","888 B (0%)","37 (0%)"
"java.util.HashMap$EntrySet","880 B (0%)","55 (0%)"
"java.lang.annotation.ElementType[]","872 B (0%)","30 (0%)"
"sun.reflect.generics.tree.ClassTypeSignature","848 B (0%)","53 (0%)"
"java.util.WeakHashMap$KeySet","848 B (0%)","53 (0%)"
"java.lang.invoke.VarHandle$AccessDescriptor","840 B (0%)","21 (0%)"
"java.util.Locale","832 B (0%)","26 (0%)"
"sun.util.locale.BaseLocale","832 B (0%)","26 (0%)"
"java.io.ObjectStreamClass$FieldReflector","800 B (0%)","20 (0%)"
"com.sun.jmx.mbeanserver.WeakIdentityHashMap$IdentityWeakReference","800 B (0%)","25 (0%)"
"java.security.ProtectionDomain[]","792 B (0%)","26 (0%)"
"java.io.ObjectStreamClass$ClassDataSlot","792 B (0%)","33 (0%)"
"javax.management.openmbean.OpenMBeanParameterInfoSupport","784 B (0%)","14 (0%)"
"sun.reflect.annotation.AnnotationType","768 B (0%)","24 (0%)"
"com.jme3.math.ColorRGBA","768 B (0%)","24 (0%)"
"com.jme3.shader.UniformBinding","768 B (0%)","32 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping","768 B (0%)","32 (0%)"
"com.jme3.math.Vector4f","736 B (0%)","23 (0%)"
"sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes","736 B (0%)","46 (0%)"
"java.util.regex.Pattern$BmpCharProperty","720 B (0%)","30 (0%)"
"java.lang.RuntimePermission","720 B (0%)","30 (0%)"
"sun.reflect.generics.repository.MethodRepository","720 B (0%)","18 (0%)"
"java.util.regex.Pattern$GroupHead","720 B (0%)","30 (0%)"
"java.util.regex.Pattern$GroupTail","720 B (0%)","30 (0%)"
"java.time.LocalTime","720 B (0%)","30 (0%)"
"jdk.internal.reflect.BootstrapConstructorAccessorImpl","688 B (0%)","43 (0%)"
"com.jme3.renderer.opengl.GLImageFormat[]","688 B (0%)","2 (0%)"
"double[]","680 B (0%)","7 (0%)"
"java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite","680 B (0%)","17 (0%)"
"java.util.JumboEnumSet","672 B (0%)","21 (0%)"
"java.lang.invoke.Invokers","672 B (0%)","28 (0%)"
"jdk.internal.org.objectweb.asm.Type","672 B (0%)","21 (0%)"
"com.jme3.system.Platform","672 B (0%)","21 (0%)"
"java.util.regex.Pattern$BmpCharPropertyGreedy","672 B (0%)","28 (0%)"
"com.jme3.shader.VarType","672 B (0%)","21 (0%)"
"java.lang.reflect.Type[]","664 B (0%)","30 (0%)"
"java.util.Collections$SingletonList","648 B (0%)","27 (0%)"
"com.jme3.util.NativeObjectManager$NativeObjectRef","640 B (0%)","16 (0%)"
"com.jme3.util.ListSort","640 B (0%)","10 (0%)"
"com.jme3.renderer.Caps[]","640 B (0%)","2 (0%)"
"java.lang.invoke.LambdaForm[]","624 B (0%)","3 (0%)"
"com.jme3.app.state.ConstantVerifierState$Checker","624 B (0%)","26 (0%)"
"com.jme3.renderer.Limits","624 B (0%)","26 (0%)"
"com.sun.jmx.mbeanserver.NamedObject","624 B (0%)","26 (0%)"
"java.lang.constant.ReferenceClassDescImpl","608 B (0%)","38 (0%)"
"com.jme3.light.LightList","608 B (0%)","19 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LJ","600 B (0%)","15 (0%)"
"javax.imageio.spi.DigraphNode","576 B (0%)","18 (0%)"
"sun.reflect.generics.tree.MethodTypeSignature","576 B (0%)","18 (0%)"
"com.jme3.util.ListMap$ListMapEntry","576 B (0%)","24 (0%)"
"java.util.concurrent.TimeUnit","560 B (0%)","7 (0%)"
"sun.util.locale.LocaleObjectCache$CacheEntry","560 B (0%)","14 (0%)"
"org.lwjgl.openal.ALCCapabilities","560 B (0%)","2 (0%)"
"sun.invoke.util.Wrapper","560 B (0%)","10 (0%)"
"javax.management.openmbean.SimpleType","560 B (0%)","14 (0%)"
"com.jme3.bounding.BoundingBox","544 B (0%)","17 (0%)"
"com.jme3.asset.ImplHandler$ImplThreadLocal","544 B (0%)","17 (0%)"
"java.util.concurrent.locks.ReentrantLock$NonfairSync","544 B (0%)","17 (0%)"
"java.lang.Character[]","528 B (0%)","1 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData","528 B (0%)","11 (0%)"
"java.time.Duration","528 B (0%)","22 (0%)"
"com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$CompositeMapping","528 B (0%)","11 (0%)"
"com.sun.jmx.mbeanserver.PerInterface","520 B (0%)","13 (0%)"
"com.jme3.shader.Uniform","520 B (0%)","13 (0%)"
"java.time.temporal.ChronoUnit","512 B (0%)","16 (0%)"
"org.lwjgl.system.libffi.FFIType","504 B (0%)","21 (0%)"
"java.io.ObjectStreamClass$ClassDataSlot[]","504 B (0%)","20 (0%)"
"sun.invoke.util.Wrapper[]","496 B (0%)","7 (0%)"
"java.util.Hashtable$Entry[]","488 B (0%)","10 (0%)"
"sun.reflect.generics.factory.CoreReflectionFactory","480 B (0%)","20 (0%)"
"jdk.jfr.internal.EventWriterMethod","480 B (0%)","15 (0%)"
"com.jme3.math.Matrix3f","480 B (0%)","10 (0%)"
"java.util.Hashtable","480 B (0%)","10 (0%)"
"java.io.ObjectStreamClass$FieldReflectorKey","480 B (0%)","20 (0%)"
"java.lang.OutOfMemoryError","480 B (0%)","12 (0%)"
"short[]","480 B (0%)","8 (0%)"
"jdk.internal.loader.NativeLibraries$NativeLibraryImpl","480 B (0%)","12 (0%)"
"java.lang.invoke.MethodType[]","472 B (0%)","11 (0%)"
"java.util.LinkedHashMap$LinkedEntrySet","464 B (0%)","29 (0%)"
"jdk.proxy1.$Proxy1","464 B (0%)","29 (0%)"
"jdk.proxy1.$Proxy0","464 B (0%)","29 (0%)"
"com.jme3.scene.Spatial[]","456 B (0%)","9 (0%)"
"com.jme3.light.Light[]","456 B (0%)","19 (0%)"
"com.jme3.math.Transform","456 B (0%)","19 (0%)"
"com.jme3.shader.Shader$ShaderSource","448 B (0%)","8 (0%)"
"jdk.jfr.internal.StringPool","448 B (0%)","28 (0%)"
"sun.management.MemoryPoolImpl","448 B (0%)","8 (0%)"
"jdk.jfr.internal.LogTag","448 B (0%)","14 (0%)"
"jdk.proxy1.$Proxy2","448 B (0%)","28 (0%)"
"jdk.proxy1.$Proxy9","448 B (0%)","28 (0%)"
"com.jme3.material.MatParamTexture","440 B (0%)","11 (0%)"
"java.lang.invoke.BoundMethodHandle$SpeciesData[]","440 B (0%)","11 (0%)"
"javax.management.MBeanNotificationInfo[]","440 B (0%)","20 (0%)"
"sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl","432 B (0%)","18 (0%)"
"com.jme3.input.InputManager$Mapping","432 B (0%)","18 (0%)"
"char[][][]","432 B (0%)","1 (0%)"
"javax.management.StandardMBean","432 B (0%)","18 (0%)"
"jdk.internal.org.objectweb.asm.commons.Method","432 B (0%)","18 (0%)"
"sun.net.www.protocol.jar.URLJarFile","432 B (0%)","6 (0%)"
"java.util.ResourceBundle$CacheKey","432 B (0%)","6 (0%)"
"sun.reflect.generics.scope.MethodScope","432 B (0%)","18 (0%)"
"java.util.regex.Pattern$CharPropertyGreedy","408 B (0%)","17 (0%)"
"java.util.regex.Pattern$$Lambda$21.0x80000002a","408 B (0%)","17 (0%)"
"sun.nio.ch.SocketOptionRegistry$RegistryKey","408 B (0%)","17 (0%)"
"sun.nio.ch.OptionKey","408 B (0%)","17 (0%)"
"java.lang.constant.ClassDesc[]","400 B (0%)","12 (0%)"
"jdk.jfr.internal.instrument.$Proxy25","400 B (0%)","25 (0%)"
"java.lang.WeakPairMap$Pair$Weak","400 B (0%)","10 (0%)"
"java.nio.DirectIntBufferU","392 B (0%)","7 (0%)"
"java.util.regex.Pattern$Branch","384 B (0%)","12 (0%)"
"java.util.ResourceBundle$KeyElementReference","384 B (0%)","12 (0%)"
"sun.security.jca.ProviderConfig","384 B (0%)","12 (0%)"
"java.lang.ThreadLocal$ThreadLocalMap$Entry[]","384 B (0%)","4 (0%)"
"java.util.concurrent.atomic.AtomicLong","384 B (0%)","16 (0%)"
"jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl","384 B (0%)","12 (0%)"
"com.jme3.alloc.gc.MemoryScavenger","376 B (0%)","1 (0%)"
"java.lang.ref.Finalizer$FinalizerThread","376 B (0%)","1 (0%)"
"jdk.internal.misc.InnocuousThread","376 B (0%)","1 (0%)"
"java.util.logging.LogManager$Cleaner","376 B (0%)","1 (0%)"
"java.lang.ref.Reference$ReferenceHandler","368 B (0%)","1 (0%)"
"com.jme3.util.TempVars","368 B (0%)","2 (0%)"
"jdk.internal.ref.Cleaner","360 B (0%)","9 (0%)"
"java.security.Permissions","360 B (0%)","15 (0%)"
"com.jme3.audio.AudioParam","360 B (0%)","15 (0%)"
"java.util.IdentityHashMap","360 B (0%)","9 (0%)"
"sun.reflect.generics.tree.FieldTypeSignature[]","360 B (0%)","21 (0%)"
"jdk.proxy1.$Proxy17","352 B (0%)","22 (0%)"
"java.lang.constant.DirectMethodHandleDesc$Kind","352 B (0%)","11 (0%)"
"sun.reflect.generics.tree.FormalTypeParameter[]","352 B (0%)","21 (0%)"
"com.jme3.texture.Image$Format[]","344 B (0%)","1 (0%)"
"java.util.Properties","336 B (0%)","6 (0%)"
"java.util.regex.Pattern$BmpCharPredicate$$Lambda$22.0x80000002b","336 B (0%)","14 (0%)"
"sun.util.logging.internal.LoggingProviderImpl$JULWrapper","336 B (0%)","21 (0%)"
"com.jme3.math.Plane","336 B (0%)","14 (0%)"
"com.jme3.math.Vector2f","336 B (0%)","14 (0%)"
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLL","336 B (0%)","6 (0%)"
"java.nio.DirectLongBufferU","336 B (0%)","6 (0%)"
"sun.reflect.generics.tree.TypeSignature[]","328 B (0%)","18 (0%)"
"java.util.Hashtable$Entry","320 B (0%)","10 (0%)"
"com.jme3.material.logic.DefaultTechniqueDefLogic","320 B (0%)","20 (0%)"
"com.jme3.font.BitmapTextPage","320 B (0%)","2 (0%)"
"sun.management.MemoryPoolImpl$CollectionSensor","320 B (0%)","8 (0%)"
"java.lang.WeakPairMap$Pair$Weak$1","320 B (0%)","10 (0%)"
"sun.nio.ch.NioSocketImpl","320 B (0%)","4 (0%)"
"java.net.InetAddress$InetAddressHolder","320 B (0%)","10 (0%)"
"sun.management.MemoryPoolImpl$PoolSensor","320 B (0%)","8 (0%)"
"java.lang.constant.DirectMethodHandleDescImpl","320 B (0%)","10 (0%)"
